Size, Seq, Par, Libc
358204, 0.092727, 0.088187, 0.096042
358204, 0.091671, 0.082595, 0.099641
358204, 0.095258, 0.127311, 0.091743
358204, 0.090717, 0.104950, 0.092746
358204, 0.093356, 0.095558, 0.099247
358204, 0.092026, 0.101393, 0.093923
358204, 0.092247, 0.085644, 0.091320
358204, 0.091515, 0.123148, 0.092843
358204, 0.090246, 0.087200, 0.089382
358204, 0.088409, 0.119478, 0.092068
358204, 0.095044, 0.123174, 0.091801
358204, 0.086821, 0.098969, 0.091019
358204, 0.091231, 0.119069, 0.092417
358204, 0.088828, 0.118967, 0.091091
358204, 0.138864, 0.089537, 0.090584
358204, 0.085387, 0.092003, 0.092474
358204, 0.088338, 0.120861, 0.088500
358204, 0.089371, 0.114503, 0.088433
358204, 0.091209, 0.103957, 0.088598
358204, 0.088808, 0.124026, 0.090727
358204, 0.092357, 0.119635, 0.091521
358204, 0.088920, 0.134572, 0.133468
358204, 0.089200, 0.130954, 0.088456
796462, 0.201117, 0.171780, 0.212015
796462, 0.204348, 0.169241, 0.212510
796462, 0.211338, 0.171546, 0.212986
796462, 0.202547, 0.168770, 0.211287
796462, 0.202346, 0.179399, 0.210360
796462, 0.203657, 0.180935, 0.208470
796462, 0.205906, 0.160998, 0.209635
796462, 0.205630, 0.176245, 0.209080
796462, 0.244728, 0.168909, 0.209389
796462, 0.208567, 0.157318, 0.209674
796462, 0.204128, 0.190003, 0.208770
796462, 0.209722, 0.172507, 0.210934
796462, 0.209077, 0.182082, 0.249414
796462, 0.218673, 0.173426, 0.208408
796462, 0.204743, 0.198947, 0.208579
796462, 0.205041, 0.242017, 0.209079
796462, 0.211366, 0.170132, 0.210427
796462, 0.206629, 0.198277, 0.212769
796462, 0.201049, 0.180134, 0.212070
796462, 0.213001, 0.160995, 0.208735
796462, 0.210869, 0.174280, 0.208641
796462, 0.209922, 0.187333, 0.208432
796462, 0.205142, 0.149482, 0.211300
796462, 0.207218, 0.173505, 0.209021
796462, 0.203849, 0.176799, 0.208845
796462, 0.203125, 0.180900, 0.211640
796462, 0.204605, 0.187127, 0.213926
796462, 0.264714, 0.193407, 0.209684
796462, 0.205762, 0.194371, 0.212235
796462, 0.210423, 0.199144, 0.208924
156163, 0.039520, 0.098078, 0.038135
156163, 0.036438, 0.075958, 0.038487
156163, 0.036660, 0.084707, 0.037609
156163, 0.036137, 0.091617, 0.038559
156163, 0.036820, 0.064569, 0.038152
156163, 0.036893, 0.063466, 0.038460
156163, 0.035566, 0.056746, 0.038425
156163, 0.035728, 0.083661, 0.039520
156163, 0.036654, 0.087396, 0.038015
156163, 0.054698, 0.077584, 0.038419
156163, 0.035906, 0.074981, 0.038390
156163, 0.035206, 0.064862, 0.037792
156163, 0.035493, 0.092583, 0.039269
156163, 0.037102, 0.075552, 0.038136
156163, 0.035763, 0.114261, 0.041926
156163, 0.035625, 0.069285, 0.038539
156163, 0.036845, 0.071690, 0.038271
156163, 0.035696, 0.064208, 0.038519
156163, 0.034461, 0.076002, 0.036985
156163, 0.034780, 0.076430, 0.037625
156163, 0.034636, 0.115888, 0.037789
156163, 0.034895, 0.065795, 0.037587
156163, 0.034543, 0.092738, 0.037546
156163, 0.035725, 0.109774, 0.037751
156163, 0.037440, 0.071897, 0.037826
156163, 0.038619, 0.076656, 0.036050
156163, 0.039411, 0.077582, 0.037955
156163, 0.037804, 0.096667, 0.037210
156163, 0.039263, 0.084112, 0.036078
156163, 0.038289, 0.071265, 0.037122
366100, 0.095305, 0.113087, 0.090593
366100, 0.093469, 0.089817, 0.092357
366100, 0.093668, 0.093882, 0.090826
366100, 0.090433, 0.105024, 0.091773
366100, 0.089754, 0.116603, 0.090665
366100, 0.089374, 0.106583, 0.092185
366100, 0.090063, 0.099168, 0.091951
366100, 0.091709, 0.098321, 0.091495
366100, 0.092257, 0.112523, 0.090484
366100, 0.094928, 0.107175, 0.097343
366100, 0.097197, 0.125014, 0.092792
366100, 0.103878, 0.097099, 0.097228
366100, 0.098490, 0.112100, 0.096790
366100, 0.096604, 0.096646, 0.098847
366100, 0.096304, 0.128623, 0.096646
366100, 0.093902, 0.126002, 0.094963
366100, 0.092678, 0.143784, 0.093212
366100, 0.091466, 0.121654, 0.093048
366100, 0.091227, 0.107039, 0.092995
366100, 0.091877, 0.119483, 0.093604
366100, 0.088376, 0.111626, 0.090840
366100, 0.088610, 0.093816, 0.091947
366100, 0.088337, 0.125108, 0.092039
366100, 0.087728, 0.095989, 0.093548
366100, 0.089834, 0.090384, 0.094885
366100, 0.088763, 0.121963, 0.095496
366100, 0.087419, 0.123109, 0.090424
366100, 0.089049, 0.104973, 0.090510
366100, 0.089227, 0.099170, 0.091015
366100, 0.088079, 0.096324, 0.091431
410409, 0.101723, 0.133094, 0.112726
410409, 0.101466, 0.120194, 0.103707
410409, 0.102209, 0.107524, 0.104553
410409, 0.103033, 0.159266, 0.103941
410409, 0.103390, 0.122005, 0.102649
410409, 0.105250, 0.114196, 0.102192
410409, 0.101832, 0.118096, 0.102448
410409, 0.102453, 0.121277, 0.102370
410409, 0.102350, 0.098959, 0.102173
410409, 0.102303, 0.105900, 0.102346
410409, 0.104144, 0.099727, 0.104556
410409, 0.108532, 0.104366, 0.108175
410409, 0.107448, 0.152103, 0.111147
410409, 0.112043, 0.134991, 0.108989
410409, 0.104830, 0.129523, 0.108188
410409, 0.101474, 0.123210, 0.109227
410409, 0.106439, 0.106957, 0.107300
410409, 0.102716, 0.100834, 0.104017
410409, 0.098607, 0.096192, 0.103686
410409, 0.099239, 0.131393, 0.104636
410409, 0.097524, 0.119169, 0.103253
410409, 0.097178, 0.121090, 0.103733
410409, 0.097184, 0.112552, 0.104347
410409, 0.102128, 0.106157, 0.104232
410409, 0.101491, 0.115722, 0.156336
410409, 0.102988, 0.123150, 0.158976
410409, 0.099878, 0.108842, 0.105196
410409, 0.098997, 0.122111, 0.109615
410409, 0.100244, 0.103433, 0.103442
410409, 0.100925, 0.105764, 0.107797
494121, 0.126317, 0.118419, 0.124967
494121, 0.121231, 0.119930, 0.125919
494121, 0.125402, 0.106661, 0.131080
494121, 0.124623, 0.118054, 0.133691
494121, 0.126726, 0.115597, 0.128005
494121, 0.126732, 0.149216, 0.167635
494121, 0.211864, 0.133831, 0.127280
494121, 0.125760, 0.132312, 0.129322
494121, 0.123089, 0.120927, 0.128262
494121, 0.133490, 0.140889, 0.125695
494121, 0.124983, 0.117592, 0.130597
494121, 0.124420, 0.118460, 0.125670
494121, 0.122752, 0.117796, 0.126857
494121, 0.129887, 0.123484, 0.128509
494121, 0.123132, 0.123581, 0.128301
494121, 0.124098, 0.117201, 0.126302
494121, 0.124921, 0.139452, 0.128080
494121, 0.122030, 0.148192, 0.125341
494121, 0.122121, 0.135894, 0.125554
494121, 0.121843, 0.109810, 0.126219
494121, 0.122046, 0.129952, 0.126948
494121, 0.124213, 0.120817, 0.128735
494121, 0.121741, 0.100467, 0.126681
494121, 0.122164, 0.104227, 0.126698
494121, 0.128888, 0.111389, 0.127796
494121, 0.127535, 0.150081, 0.127807
494121, 0.128064, 0.122430, 0.152272
494121, 0.122454, 0.154622, 0.126188
494121, 0.122933, 0.118718, 0.125454
494121, 0.123160, 0.103997, 0.125322
622578, 0.159699, 0.143128, 0.162996
622578, 0.156487, 0.144740, 0.161523
622578, 0.159417, 0.157807, 0.160338
622578, 0.158647, 0.130973, 0.161979
622578, 0.155582, 0.156156, 0.164846
622578, 0.159778, 0.152164, 0.162820
622578, 0.156826, 0.149392, 0.161279
622578, 0.157618, 0.149569, 0.162132
622578, 0.159315, 0.125402, 0.161644
622578, 0.161973, 0.137290, 0.161035
622578, 0.159187, 0.143193, 0.160360
622578, 0.160379, 0.159291, 0.161394
622578, 0.161330, 0.142263, 0.163257
622578, 0.157784, 0.154425, 0.163139
622578, 0.159003, 0.137145, 0.160434
622578, 0.159514, 0.137446, 0.160532
622578, 0.157145, 0.166066, 0.163876
622578, 0.156714, 0.169240, 0.162544
622578, 0.157080, 0.150004, 0.160303
622578, 0.165557, 0.143699, 0.161076
622578, 0.160750, 0.156742, 0.161961
622578, 0.160997, 0.161537, 0.169075
622578, 0.164050, 0.160263, 0.161403
622578, 0.158230, 0.126634, 0.166547
622578, 0.155724, 0.140429, 0.160459
622578, 0.155753, 0.138032, 0.161735
622578, 0.152851, 0.132695, 0.163105
622578, 0.152761, 0.138528, 0.162670
622578, 0.153571, 0.134299, 0.162102
622578, 0.153581, 0.153373, 0.161604
895117, 0.238543, 0.171957, 0.239391
895117, 0.228836, 0.186203, 0.238333
895117, 0.235874, 0.191622, 0.237358
895117, 0.245099, 0.208447, 0.237518
895117, 0.239055, 0.188341, 0.238150
895117, 0.235734, 0.218586, 0.238339
895117, 0.228636, 0.198490, 0.237115
895117, 0.228028, 0.184227, 0.238263
895117, 0.234884, 0.183805, 0.240234
895117, 0.238645, 0.180536, 0.237572
895117, 0.250054, 0.195330, 0.237779
895117, 0.228954, 0.173751, 0.241805
895117, 0.241225, 0.185363, 0.241983
895117, 0.235284, 0.184982, 0.238887
895117, 0.241179, 0.198728, 0.287250
895117, 0.237031, 0.184515, 0.239858
895117, 0.230987, 0.214702, 0.238467
895117, 0.231039, 0.198284, 0.241114
895117, 0.234691, 0.189676, 0.238564
895117, 0.237625, 0.197398, 0.237301
895117, 0.236226, 0.194713, 0.237337
895117, 0.236797, 0.217046, 0.310742
895117, 0.233299, 0.186450, 0.237475
895117, 0.238432, 0.184223, 0.238283
895117, 0.240276, 0.175350, 0.237910
895117, 0.239266, 0.203688, 0.239800
895117, 0.228748, 0.185171, 0.238168
895117, 0.228186, 0.197684, 0.238577
895117, 0.229307, 0.205046, 0.238882
895117, 0.234725, 0.239576, 0.237958
880866, 0.240764, 0.180126, 0.240062
880866, 0.233145, 0.194352, 0.237473
880866, 0.294995, 0.197681, 0.236233
880866, 0.245228, 0.180952, 0.235791
880866, 0.236298, 0.203701, 0.233692
880866, 0.228070, 0.184983, 0.235465
880866, 0.227761, 0.221571, 0.233667
880866, 0.240839, 0.169503, 0.236553
880866, 0.229390, 0.196476, 0.233721
880866, 0.228423, 0.199143, 0.233968
880866, 0.224891, 0.204287, 0.235882
880866, 0.223980, 0.174964, 0.239770
880866, 0.232337, 0.183933, 0.237088
880866, 0.226468, 0.201645, 0.238654
880866, 0.289872, 0.213816, 0.234645
880866, 0.238809, 0.180754, 0.233752
880866, 0.228068, 0.182955, 0.307759
880866, 0.223258, 0.191048, 0.234200
880866, 0.229529, 0.163597, 0.235279
880866, 0.230190, 0.210594, 0.306008
880866, 0.292871, 0.233088, 0.237116
880866, 0.285587, 0.216390, 0.236064
880866, 0.231658, 0.191208, 0.235370
880866, 0.231723, 0.220908, 0.236028
880866, 0.231630, 0.182259, 0.233598
880866, 0.230650, 0.185607, 0.233329
880866, 0.233262, 0.192938, 0.234030
880866, 0.226737, 0.193647, 0.235218
880866, 0.236670, 0.169732, 0.233951
880866, 0.238279, 0.192498, 0.233708
400628, 0.103165, 0.098897, 0.099660
400628, 0.099815, 0.117749, 0.099573
400628, 0.099902, 0.113608, 0.099391
400628, 0.112829, 0.106453, 0.103101
400628, 0.111283, 0.126481, 0.101828
400628, 0.109188, 0.109762, 0.100794
400628, 0.099158, 0.094085, 0.111803
400628, 0.097773, 0.117624, 0.112533
400628, 0.096966, 0.130627, 0.105609
400628, 0.104297, 0.117184, 0.100177
400628, 0.100856, 0.124751, 0.102213
400628, 0.100520, 0.126135, 0.102759
400628, 0.100544, 0.106360, 0.105508
400628, 0.100745, 0.117092, 0.105673
400628, 0.101606, 0.110159, 0.104137
400628, 0.097468, 0.097554, 0.103888
400628, 0.098554, 0.132082, 0.104947
400628, 0.096697, 0.095859, 0.100702
400628, 0.096953, 0.098720, 0.102385
400628, 0.098422, 0.112091, 0.104252
400628, 0.101759, 0.099183, 0.103118
400628, 0.101809, 0.099648, 0.099790
400628, 0.101711, 0.100323, 0.100582
400628, 0.103152, 0.115986, 0.099831
400628, 0.097681, 0.097638, 0.103192
400628, 0.098238, 0.134829, 0.102222
400628, 0.150486, 0.105975, 0.102359
400628, 0.102050, 0.099014, 0.101726
400628, 0.102831, 0.112616, 0.099411
400628, 0.104928, 0.115083, 0.099394
174431, 0.048058, 0.085167, 0.043471
174431, 0.041083, 0.082107, 0.043723
174431, 0.041111, 0.110145, 0.042741
174431, 0.040498, 0.063038, 0.043014
174431, 0.042350, 0.097752, 0.042564
174431, 0.043486, 0.096679, 0.042825
174431, 0.043785, 0.050081, 0.042210
174431, 0.044025, 0.082254, 0.041913
174431, 0.041468, 0.081285, 0.041138
174431, 0.044452, 0.052127, 0.041303
174431, 0.043770, 0.060417, 0.042032
174431, 0.042347, 0.104790, 0.040675
174431, 0.042218, 0.079408, 0.040863
174431, 0.042897, 0.126338, 0.042027
174431, 0.042879, 0.102184, 0.040955
174431, 0.042334, 0.062425, 0.041514
174431, 0.043671, 0.086837, 0.062282
174431, 0.042538, 0.067808, 0.043445
174431, 0.040398, 0.082407, 0.042718
174431, 0.041204, 0.071008, 0.042618
174431, 0.039894, 0.068373, 0.043098
174431, 0.041060, 0.083002, 0.043628
174431, 0.040553, 0.070370, 0.043517
174431, 0.044701, 0.082323, 0.042921
174431, 0.043375, 0.096450, 0.042884
174431, 0.043053, 0.062309, 0.041749
174431, 0.045032, 0.095696, 0.041221
174431, 0.044761, 0.098936, 0.043262
174431, 0.040754, 0.072499, 0.043391
174431, 0.040522, 0.082655, 0.043480
857159, 0.233208, 0.171519, 0.229065
857159, 0.221762, 0.174120, 0.231703
857159, 0.222138, 0.162422, 0.231867
857159, 0.220794, 0.169149, 0.227062
857159, 0.223151, 0.193533, 0.227246
857159, 0.225357, 0.166563, 0.249521
857159, 0.232755, 0.175023, 0.227044
857159, 0.230805, 0.198352, 0.229266
857159, 0.221815, 0.168937, 0.228430
857159, 0.219278, 0.209823, 0.230036
857159, 0.219157, 0.194504, 0.231775
857159, 0.224279, 0.172635, 0.227097
857159, 0.278827, 0.193608, 0.229197
857159, 0.220985, 0.167221, 0.226685
857159, 0.228349, 0.189967, 0.227030
857159, 0.217425, 0.185727, 0.229522
857159, 0.227796, 0.191774, 0.226812
857159, 0.222395, 0.178752, 0.226862
857159, 0.223320, 0.202152, 0.227370
857159, 0.225058, 0.169078, 0.226953
857159, 0.226740, 0.176157, 0.226852
857159, 0.292289, 0.187494, 0.236374
857159, 0.218343, 0.184825, 0.230068
857159, 0.217434, 0.163474, 0.227372
857159, 0.225050, 0.187730, 0.227706
857159, 0.215151, 0.207432, 0.226812
857159, 0.216459, 0.186831, 0.226819
857159, 0.224094, 0.194380, 0.227430
857159, 0.220797, 0.191809, 0.227950
857159, 0.220687, 0.178534, 0.227487
401779, 0.101646, 0.107562, 0.102507
401779, 0.096986, 0.110058, 0.103843
401779, 0.099230, 0.105629, 0.101782
401779, 0.098733, 0.113590, 0.103308
401779, 0.098525, 0.097377, 0.102514
401779, 0.098887, 0.113710, 0.104423
401779, 0.098084, 0.117277, 0.100021
401779, 0.101179, 0.097850, 0.101430
401779, 0.097891, 0.111071, 0.103506
401779, 0.102891, 0.092221, 0.103108
401779, 0.102633, 0.116028, 0.099728
401779, 0.102393, 0.125545, 0.102157
401779, 0.100610, 0.140754, 0.102172
401779, 0.097927, 0.093176, 0.101881
401779, 0.101411, 0.123118, 0.101891
401779, 0.098299, 0.128889, 0.099940
401779, 0.100930, 0.100249, 0.100948
401779, 0.099885, 0.114326, 0.099836
401779, 0.101144, 0.112438, 0.102950
401779, 0.100716, 0.111174, 0.099754
401779, 0.102744, 0.104242, 0.100938
401779, 0.101028, 0.096232, 0.101691
401779, 0.101280, 0.104708, 0.102674
401779, 0.100582, 0.104800, 0.100368
401779, 0.103528, 0.106947, 0.103082
401779, 0.103745, 0.118588, 0.100198
401779, 0.099471, 0.130407, 0.101399
401779, 0.096604, 0.110908, 0.100037
401779, 0.097739, 0.115701, 0.101378
401779, 0.099383, 0.117934, 0.104133
835102, 0.223296, 0.197714, 0.221474
835102, 0.215208, 0.201000, 0.223016
835102, 0.217498, 0.178487, 0.233113
835102, 0.225854, 0.174406, 0.222845
835102, 0.219611, 0.168802, 0.222942
835102, 0.221008, 0.175248, 0.222856
835102, 0.213749, 0.186795, 0.221081
835102, 0.214175, 0.188562, 0.225308
835102, 0.219332, 0.163916, 0.228856
835102, 0.232877, 0.207209, 0.228064
835102, 0.220187, 0.194704, 0.220682
835102, 0.228848, 0.197543, 0.236333
835102, 0.223270, 0.177579, 0.224475
835102, 0.217672, 0.187603, 0.273916
835102, 0.216195, 0.179451, 0.220600
835102, 0.217347, 0.204583, 0.224240
835102, 0.213665, 0.190351, 0.224008
835102, 0.228982, 0.181827, 0.222580
835102, 0.214258, 0.163591, 0.223014
835102, 0.218954, 0.208540, 0.223023
835102, 0.227293, 0.180502, 0.220822
835102, 0.218029, 0.178906, 0.221236
835102, 0.214111, 0.161657, 0.224042
835102, 0.216305, 0.177142, 0.221941
835102, 0.219961, 0.186990, 0.225951
835102, 0.213719, 0.190220, 0.220820
835102, 0.215011, 0.177699, 0.223092
835102, 0.216596, 0.163547, 0.225351
835102, 0.222637, 0.172672, 0.224317
835102, 0.221367, 0.182115, 0.220454
598568, 0.148551, 0.163574, 0.168673
598568, 0.153112, 0.134496, 0.154178
598568, 0.151477, 0.142077, 0.154458
598568, 0.151738, 0.130923, 0.156185
598568, 0.150476, 0.164375, 0.155565
598568, 0.161417, 0.136629, 0.154176
598568, 0.162627, 0.144464, 0.158750
598568, 0.157559, 0.143806, 0.153795
598568, 0.156368, 0.138357, 0.154182
598568, 0.155658, 0.148593, 0.156567
598568, 0.158078, 0.153707, 0.153899
598568, 0.154876, 0.158550, 0.153857
598568, 0.148597, 0.138485, 0.156697
598568, 0.148499, 0.131035, 0.155986
598568, 0.155278, 0.148927, 0.154257
598568, 0.152656, 0.160226, 0.154949
598568, 0.150290, 0.162465, 0.154026
598568, 0.151818, 0.138792, 0.153867
598568, 0.149662, 0.134129, 0.156973
598568, 0.153173, 0.156354, 0.154483
598568, 0.154827, 0.145271, 0.154167
598568, 0.155576, 0.146723, 0.154113
598568, 0.151494, 0.142118, 0.154118
598568, 0.159018, 0.136665, 0.154167
598568, 0.152419, 0.153454, 0.154216
598568, 0.151292, 0.148646, 0.153830
598568, 0.159559, 0.128662, 0.164678
598568, 0.151392, 0.152440, 0.155268
598568, 0.156643, 0.185015, 0.157148
598568, 0.155125, 0.127443, 0.157046
745777, 0.199426, 0.167444, 0.199252
745777, 0.190038, 0.173389, 0.199198
745777, 0.187277, 0.161766, 0.197383
745777, 0.186476, 0.166875, 0.198731
745777, 0.191907, 0.173809, 0.199549
745777, 0.193201, 0.154317, 0.197498
745777, 0.194145, 0.184856, 0.195061
745777, 0.192284, 0.139939, 0.197035
745777, 0.196015, 0.159019, 0.199665
745777, 0.254823, 0.156718, 0.208097
745777, 0.195447, 0.158814, 0.196787
745777, 0.192465, 0.177529, 0.196036
745777, 0.192535, 0.160792, 0.195513
745777, 0.192612, 0.171388, 0.196895
745777, 0.193557, 0.145878, 0.203246
745777, 0.196100, 0.179172, 0.201180
745777, 0.188238, 0.167293, 0.197114
745777, 0.188239, 0.146102, 0.196934
745777, 0.193168, 0.168844, 0.194963
745777, 0.189658, 0.152785, 0.194811
745777, 0.188847, 0.154907, 0.196531
745777, 0.202482, 0.171127, 0.194971
745777, 0.192600, 0.155480, 0.195275
745777, 0.190368, 0.172009, 0.196432
745777, 0.190921, 0.209224, 0.199034
745777, 0.190720, 0.156861, 0.195339
745777, 0.191672, 0.169096, 0.195218
745777, 0.193340, 0.165103, 0.195815
745777, 0.189793, 0.180356, 0.201600
745777, 0.190602, 0.170757, 0.196972
889459, 0.234892, 0.190944, 0.242465
889459, 0.244045, 0.176021, 0.244988
889459, 0.234435, 0.206725, 0.245094
889459, 0.234647, 0.187437, 0.238096
889459, 0.236147, 0.176331, 0.235919
889459, 0.231170, 0.170454, 0.235982
889459, 0.244746, 0.220902, 0.238930
889459, 0.234474, 0.180497, 0.239122
889459, 0.231816, 0.201198, 0.238120
889459, 0.235724, 0.206086, 0.235823
889459, 0.235989, 0.202611, 0.236936
889459, 0.229367, 0.195273, 0.238502
889459, 0.229445, 0.189360, 0.239176
889459, 0.233073, 0.173751, 0.236767
889459, 0.223012, 0.190832, 0.239990
889459, 0.223658, 0.174639, 0.238500
889459, 0.225109, 0.191530, 0.238968
889459, 0.236042, 0.205154, 0.235910
889459, 0.230595, 0.174285, 0.235775
889459, 0.230849, 0.199011, 0.238647
889459, 0.231513, 0.200407, 0.235754
889459, 0.239149, 0.211393, 0.309257
889459, 0.230698, 0.193275, 0.235916
889459, 0.234924, 0.193944, 0.237422
889459, 0.229848, 0.194021, 0.236654
889459, 0.230025, 0.172672, 0.236239
889459, 0.226620, 0.178991, 0.237152
889459, 0.229112, 0.206844, 0.236086
889459, 0.229183, 0.218334, 0.241184
889459, 0.234243, 0.161843, 0.239837
616094, 0.166373, 0.154889, 0.159121
616094, 0.165896, 0.130319, 0.161100
616094, 0.156769, 0.166744, 0.161298
616094, 0.154727, 0.143907, 0.163377
616094, 0.232503, 0.156999, 0.159312
616094, 0.156561, 0.149302, 0.159230
616094, 0.160259, 0.133862, 0.158705
616094, 0.162962, 0.128760, 0.170673
616094, 0.163375, 0.143485, 0.161101
616094, 0.163701, 0.132085, 0.162707
616094, 0.159582, 0.143604, 0.166282
616094, 0.162416, 0.128305, 0.160317
616094, 0.156171, 0.150865, 0.168022
616094, 0.164280, 0.151241, 0.160240
616094, 0.158072, 0.178471, 0.164925
616094, 0.165940, 0.155145, 0.170150
616094, 0.167543, 0.160699, 0.162795
616094, 0.159059, 0.141566, 0.159762
616094, 0.157299, 0.161371, 0.205153
616094, 0.157014, 0.141524, 0.161707
616094, 0.155633, 0.140488, 0.160000
616094, 0.153609, 0.147848, 0.164336
616094, 0.151692, 0.145949, 0.160909
616094, 0.151344, 0.154040, 0.159922
616094, 0.161668, 0.150515, 0.158899
616094, 0.158965, 0.142779, 0.164073
616094, 0.163090, 0.138581, 0.164637
616094, 0.163924, 0.149404, 0.161725
616094, 0.159002, 0.126893, 0.173613
616094, 0.162883, 0.147903, 0.161532
